TEMP (°C),HUM (%),PNM (hPa),DD (g),FF (km/h),ALTURA,LAT,LON,HORA_sen,HORA_cos,PROV_BUENOS AIRES,PROV_CAPITAL FEDERAL,PROV_CATAMARCA,PROV_CHACO,PROV_CHUBUT,PROV_CORDOBA,PROV_CORRIENTES,PROV_ENTRE RIOS,PROV_FORMOSA,PROV_JUJUY,PROV_LA PAMPA,PROV_LA RIOJA,PROV_MENDOZA,PROV_MISIONES,PROV_NEUQUEN,PROV_RIO NEGRO,PROV_SALTA,PROV_SAN JUAN,PROV_SAN LUIS,PROV_SANTA CRUZ,PROV_SANTA FE,PROV_SANTIAGO DEL ES,PROV_TIERRA DEL FUEG,PROV_TUCUMAN
-10.2,81,1009.1,360,28,198.0,-64.23333333333333,-56.61666666666667,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8.6,77,1008.1,360,33,198.0,-64.23333333333333,-56.61666666666667,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8.8,80,1007.9,360,33,198.0,-64.23333333333333,-56.61666666666667,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9.0,82,1007.9,360,37,198.0,-64.23333333333333,-56.61666666666667,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9.0,77,1007.1,360,37,198.0,-64.23333333333333,-56.61666666666667,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9.4,79,1006.7,360,31,198.0,-64.23333333333333,-56.61666666666667,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9.2,77,1006.4,360,31,198.0,-64.23333333333333,-56.61666666666667,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8.2,94,1005.2,20,26,12.0,-60.733333333333334,-44.733333333333334,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8.5,93,1007.3,50,11,12.0,-60.733333333333334,-44.733333333333334,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9.1,93,1008.6,50,19,12.0,-60.733333333333334,-44.733333333333334,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-11.4,92,1010.0,140,22,12.0,-60.733333333333334,-44.733333333333334,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-12.0,92,1012.0,340,15,12.0,-60.733333333333334,-44.733333333333334,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-11.8,92,1012.0,320,15,12.0,-60.733333333333334,-44.733333333333334,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-12.4,84,1012.1,20,11,12.0,-60.733333333333334,-44.733333333333334,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-12.6,92,1011.2,110,11,12.0,-60.733333333333334,-44.733333333333334,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8.4,71,1010.1,110,6,7.0,-68.11666666666666,-67.1,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8.7,71,1011.1,90,7,7.0,-68.11666666666666,-67.1,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8.5,71,1011.3,0,0,7.0,-68.11666666666666,-67.1,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-8.4,75,1011.0,0,0,7.0,-68.11666666666666,-67.1,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9.9,83,1010.7,140,4,7.0,-68.11666666666666,-67.1,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-9.5,77,1010.1,90,4,7.0,-68.11666666666666,-67.1,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-10.6,78,1009.4,90,7,7.0,-68.11666666666666,-67.1,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-10.4,79,1008.3,110,9,7.0,-68.11666666666666,-67.1,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.4,97,1016.0,50,9,207.0,-37.7,-59.78333333333333,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.0,95,1015.6,20,15,207.0,-37.7,-59.78333333333333,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.0,96,1013.0,0,0,207.0,-37.7,-59.78333333333333,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,96,1012.3,0,0,207.0,-37.7,-59.78333333333333,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.6,97,1013.1,230,4,207.0,-37.7,-59.78333333333333,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.6,76,,360,9,,,,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.2,73,,50,15,,,,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.3,72,,90,9,,,,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.3,77,,90,9,,,,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.5,78,,90,9,,,,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,,,815.0,-26.266666666666666,-53.666666666666664,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
11.2,97,1016.4,90,11,94.0,-36.18333333333333,-61.06666666666667,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.4,97,1016.2,90,11,94.0,-36.18333333333333,-61.06666666666667,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.6,97,1016.1,90,11,94.0,-36.18333333333333,-61.06666666666667,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.6,97,1016.1,90,11,94.0,-36.18333333333333,-61.06666666666667,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.8,97,1016.1,90,11,94.0,-36.18333333333333,-61.06666666666667,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.4,97,1015.8,90,7,94.0,-36.18333333333333,-61.06666666666667,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.0,96,1015.4,70,7,94.0,-36.18333333333333,-61.06666666666667,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,93,1014.4,70,7,94.0,-36.18333333333333,-61.06666666666667,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.2,94,1013.3,50,11,94.0,-36.18333333333333,-61.06666666666667,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.4,91,1012.5,0,0,94.0,-36.18333333333333,-61.06666666666667,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.4,96,1012.3,0,0,94.0,-36.18333333333333,-61.06666666666667,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.6,94,1012.1,0,0,94.0,-36.18333333333333,-61.06666666666667,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.8,98,1012.4,0,0,94.0,-36.18333333333333,-61.06666666666667,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,97,1012.8,0,0,94.0,-36.18333333333333,-61.06666666666667,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,97,1013.7,0,0,94.0,-36.18333333333333,-61.06666666666667,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,98,1013.1,90,11,94.0,-36.18333333333333,-61.06666666666667,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.1,87,1019.6,50,7,,,,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.9,88,1019.3,50,6,,,,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.7,90,1018.9,50,6,,,,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,89,1017.8,50,6,,,,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,90,1017.8,50,6,,,,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
